
Data Report
2020-01-27 17:54:45
Station, 1, Y16462

TIME,WS (m/s),WD (Deg),AT (C),RH (%),BP (mbar),RN (mm),Comp (Deg),GUST (m/s),SIGMA (Deg),BV (V  ),Solar (W/m2),STAT
2019-12-19 15:10:00,00021.7,00173.3,+0023.7,00062.1,00898.8,0000.00,0000094,00022.6,00001.8,0014.84,0000000,00000
2019-12-19 15:15:00,00021.8,00173.2,+0023.7,00062.0,00898.8,0000.00,0000094,00023.0,00001.6,0014.84,0000000,00000
2019-12-19 15:20:00,00022.0,00174.4,+0023.8,00062.8,00898.8,0000.00,0000094,00022.8,00001.2,0014.84,0000000,00000
2019-12-19 15:25:00,00021.9,00184.0,+0023.8,00062.6,00898.8,0000.00,0000094,00022.9,00098.6,0014.84,0000000,00000
2019-12-19 15:30:00,00022.0,00102.6,+0024.1,00062.7,00898.8,0000.00,0000094,00023.3,00001.3,0014.84,0000000,00000
2019-12-19 15:35:00,00022.1,00036.8,+0024.1,00062.2,00898.8,0000.00,0000094,00024.1,00001.9,0014.84,0000000,00000
2019-12-19 15:40:00,00022.0,00013.3,+0024.2,00061.2,00898.8,0000.00,0000094,00023.1,00001.8,0014.84,0000000,00000
2019-12-19 15:45:00,00021.7,00053.3,+0024.6,00060.3,00898.7,0000.00,0000094,00023.1,00002.0,0014.84,0000000,00000
2019-12-19 15:50:00,00022.6,00042.0,+0024.2,00060.1,00898.7,0000.00,0000094,00024.4,00002.4,0014.84,0000000,00000
2019-12-19 15:55:00,00022.7,00095.5,+0024.2,00061.1,00898.6,0000.00,0000094,00024.6,00001.3,0014.84,0000000,00000
2019-12-19 16:00:00,00023.1,00016.4,+0024.0,00062.0,00898.6,0000.00,0000094,00025.2,00002.2,0014.84,0000000,00000
2019-12-19 16:05:00,00022.5,00080.1,+0024.1,00063.3,00898.6,0000.00,0000094,00024.6,00001.4,0014.84,0000000,00000
2019-12-19 16:10:00,00022.0,00069.1,+0024.4,00061.5,00898.6,0000.00,0000094,00023.6,00001.9,0014.84,0000000,00000
2019-12-19 16:15:00,00022.4,00054.5,+0024.3,00061.9,00898.6,0000.00,0000094,00023.4,00001.8,0014.84,0000000,00000
2019-12-19 16:20:00,00022.5,00076.7,+0024.3,00061.8,00898.7,0000.00,0000094,00023.7,00001.6,0014.84,0000000,00000
2019-12-19 16:25:00,00022.0,00170.2,+0024.5,00061.4,00898.7,0000.00,0000094,00023.3,00017.7,0014.84,0000000,00000
2019-12-19 16:30:00,00022.0,00174.1,+0024.4,00061.3,00898.7,0000.00,0000094,00023.4,00001.3,0014.84,0000000,00000
2019-12-19 16:35:00,00021.4,00174.4,+0024.1,00061.9,00898.8,0000.00,0000094,00022.9,00001.8,0014.84,0000000,00000
2019-12-19 16:40:00,00021.8,00174.2,+0023.7,00062.6,00898.8,0000.00,0000094,00023.2,00001.5,0014.84,0000000,00000
2019-12-19 16:45:00,00021.8,00174.2,+0023.6,00063.0,00898.9,0000.00,0000094,00023.0,00061.9,0014.84,0000000,00000
2019-12-19 16:50:00,00022.2,00035.4,+0023.5,00063.2,00899.0,0000.00,0000094,00023.4,00001.6,0014.84,0000000,00000
2019-12-19 16:55:00,00021.7,00126.3,+0023.4,00064.4,00899.0,0000.00,0000094,00024.2,00075.0,0014.84,0000000,00000
2019-12-19 17:00:00,00021.8,00172.5,+0023.2,00064.9,00899.1,0000.00,0000094,00023.3,00002.3,0014.84,0000000,00000
2019-12-19 17:05:00,00022.0,00174.0,+0023.1,00065.7,00899.2,0000.00,0000094,00022.9,00001.8,0014.84,0000000,00000
2019-12-19 17:10:00,00021.9,00174.6,+0022.9,00066.4,00899.2,0000.00,0000094,00022.6,00001.2,0014.84,0000000,00000
2019-12-19 17:15:00,00022.0,00174.6,+0022.8,00066.2,00899.2,0000.00,0000094,00023.0,00001.2,0014.84,0000000,00000
2019-12-19 17:20:00,00021.8,00176.1,+0022.8,00066.4,00899.2,0000.00,0000094,00022.7,00000.9,0014.84,0000000,00000
2019-12-19 17:25:00,00021.4,00175.0,+0022.6,00067.1,00899.2,0000.00,0000094,00022.6,00009.3,0014.84,0000000,00000
2019-12-19 17:30:00,00021.3,00176.3,+0022.6,00067.2,00899.2,0000.00,0000094,00021.9,00000.7,0014.84,0000000,00000
2019-12-19 17:35:00,00021.5,00176.2,+0022.6,00068.2,00899.2,0000.00,0000094,00022.0,00000.8,0014.84,0000000,00000
2019-12-19 17:40:00,00021.4,00175.1,+0022.5,00068.0,00899.2,0000.00,0000094,00022.0,00001.4,0014.84,0000000,00000
2019-12-19 17:45:00,00021.4,00175.0,+0022.6,00067.5,00899.2,0000.00,0000094,00022.4,00001.6,0014.84,0000000,00000
2019-12-19 17:50:00,00021.7,00174.1,+0022.5,00067.5,00899.3,0000.00,0000094,00023.0,00001.8,0014.84,0000000,00000
2019-12-19 17:55:00,00021.8,00174.3,+0022.4,00067.6,00899.4,0000.00,0000094,00023.1,00001.1,0014.84,0000000,00000
2019-12-19 18:00:00,00022.0,00174.6,+0022.2,00068.7,00899.4,0000.00,0000094,00023.4,00001.5,0014.84,0000000,00000
2019-12-19 18:05:00,00022.1,00175.4,+0022.1,00069.2,00899.4,0000.00,0000094,00023.6,00001.1,0014.84,0000000,00000
2019-12-19 18:10:00,00022.1,00175.4,+0022.0,00070.0,00899.5,0000.00,0000094,00023.0,00001.3,0014.84,0000000,00000
2019-12-19 18:15:00,00022.0,00176.3,+0022.0,00070.0,00899.5,0000.00,0000094,00022.6,00000.9,0014.84,0000000,00000
2019-12-19 18:20:00,00022.0,00176.3,+0021.8,00071.0,00899.6,0000.00,0000094,00022.6,00001.0,0014.84,0000000,00000
2019-12-19 18:25:00,00011.8,00129.5,+0021.7,00071.8,00899.6,0000.00,0000094,00022.3,00052.8,0014.84,0000000,00000
2019-12-19 18:30:00,00000.9,00074.3,+0021.5,00072.0,00899.7,0000.00,0000094,00001.5,00019.9,0014.84,0000000,00000
2019-12-19 18:35:00,00001.2,00087.7,+0021.4,00072.8,00899.7,0000.00,0000094,00002.6,00016.4,0014.84,0000000,00000
2019-12-19 18:40:00,00013.0,00143.7,+0021.4,00073.0,00899.8,0000.00,0000094,00022.2,00041.3,0014.84,0000000,00000
2019-12-19 18:45:00,00021.7,00176.1,+0021.3,00073.0,00899.9,0000.00,0000094,00022.5,00000.9,0014.84,0000000,00000
2019-12-19 18:50:00,00021.7,00176.5,+0021.3,00073.8,00899.9,0000.00,0000094,00023.1,00000.9,0014.84,0000000,00000
2019-12-19 18:55:00,00021.6,00176.2,+0021.3,00074.6,00899.9,0000.00,0000094,00022.3,00001.0,0014.84,0000000,00000
2019-12-19 19:00:00,00021.6,00176.4,+0021.2,00075.1,00900.0,0000.00,0000094,00022.1,00000.7,0014.84,0000000,00000
2019-12-19 19:05:00,00021.9,00176.2,+0021.0,00076.0,00900.1,0000.00,0000094,00023.2,00001.0,0014.84,0000000,00000
2019-12-19 19:10:00,00022.0,00175.2,+0021.2,00076.0,00900.1,0000.00,0000094,00023.0,00001.2,0014.84,0000000,00000
2019-12-19 19:15:00,00021.8,00175.5,+0021.2,00076.7,00900.2,0000.00,0000094,00022.4,00001.2,0014.84,0000000,00000
2019-12-19 19:20:00,00021.8,00175.8,+0021.1,00077.0,00900.3,0000.00,0000094,00022.4,00001.0,0014.84,0000000,00000
2019-12-19 19:25:00,00021.5,00104.4,+0020.9,00077.0,00900.4,0000.00,0000094,00022.7,00096.6,0014.84,0000000,00000
2019-12-19 19:30:00,00022.1,00012.6,+0021.0,00077.0,00900.5,0000.00,0000094,00022.9,00001.3,0014.84,0000000,00000
2019-12-19 19:35:00,00022.0,00025.1,+0021.0,00077.0,00900.6,0000.00,0000094,00023.9,00001.9,0014.84,0000000,00000
2019-12-19 19:40:00,00022.2,00004.1,+0021.1,00077.0,00900.6,0000.00,0000094,00023.5,00002.0,0014.84,0000000,00000
2019-12-19 19:45:00,00022.1,00011.1,+0021.1,00077.1,00900.8,0000.00,0000094,00023.1,00001.5,0014.84,0000000,00000
2019-12-19 19:50:00,00021.9,00017.0,+0021.0,00077.7,00900.8,0000.00,0000094,00023.0,00001.9,0014.84,0000000,00000
2019-12-19 19:55:00,00022.1,00017.3,+0020.9,00078.0,00900.9,0000.00,0000094,00023.3,00001.7,0014.84,0000000,00000
2019-12-19 20:00:00,00022.2,00029.8,+0020.7,00079.0,00901.0,0000.00,0000094,00022.6,00001.0,0014.84,0000000,00000
2019-12-19 20:05:00,00022.1,00009.9,+0020.6,00079.1,00901.0,0000.00,0000094,00022.8,00001.2,0014.84,0000000,00000
2019-12-19 20:10:00,00022.1,00033.3,+0020.5,00080.0,00901.1,0000.00,0000094,00023.0,00001.0,0014.84,0000000,00000
2019-12-19 20:15:00,00022.2,00028.6,+0020.4,00080.0,00901.1,0000.00,0000094,00023.5,00001.0,0014.84,0000000,00000
2019-12-19 20:20:00,00022.1,00040.7,+0020.4,00080.1,00901.1,0000.00,0000094,00022.8,00001.1,0014.84,0000000,00000
2019-12-19 20:25:00,00021.6,00097.7,+0020.2,00081.0,00901.1,0000.00,0000094,00022.6,00098.2,0014.84,0000000,00000
2019-12-19 20:30:00,00021.8,00176.5,+0020.1,00081.0,00901.2,0000.00,0000094,00022.3,00000.8,0014.84,0000000,00000
2019-12-19 20:35:00,00021.7,00176.2,+0020.0,00081.3,00901.2,0000.00,0000094,00022.3,00001.1,0014.84,0000000,00000
2019-12-19 20:40:00,00021.7,00176.4,+0019.9,00082.0,00901.2,0000.00,0000094,00022.1,00001.1,0014.84,0000000,00000
2019-12-19 20:45:00,00021.6,00176.2,+0019.9,00082.1,00901.3,0000.00,0000094,00022.4,00000.8,0014.84,0000000,00000
2019-12-19 20:50:00,00021.6,00176.0,+0019.8,00083.0,00901.4,0000.00,0000094,00022.2,00000.9,0014.84,0000000,00000
2019-12-19 20:55:00,00021.7,00176.4,+0019.8,00083.0,00901.4,0000.00,0000094,00022.1,00000.9,0014.84,0000000,00000
2019-12-19 21:00:00,00021.7,00175.9,+0019.7,00083.0,00901.5,0000.00,0000094,00022.5,00000.9,0014.83,0000000,00000
2019-12-19 21:05:00,00021.8,00176.2,+0019.8,00083.0,00901.6,0000.00,0000094,00022.4,00000.8,0014.84,0000000,00000
2019-12-19 21:10:00,00021.7,00176.2,+0019.7,00084.0,00901.7,0000.00,0000094,00022.4,00001.0,0014.84,0000000,00000
2019-12-19 21:15:00,00021.7,00176.9,+0019.6,00084.0,00901.7,0000.00,0000094,00022.1,00000.9,0014.84,0000000,00000
2019-12-19 21:20:00,00022.0,00175.1,+0019.7,00084.0,00901.7,0000.00,0000094,00023.0,00001.5,0014.84,0000000,00000
2019-12-19 21:25:00,00011.9,00132.0,+0019.7,00084.0,00901.8,0000.00,0000094,00022.2,00048.4,0014.83,0000000,00000
2019-12-19 21:30:00,00001.2,00099.6,+0019.6,00084.9,00901.8,0000.00,0000094,00003.1,00019.2,0014.84,0000000,00000
2019-12-19 21:35:00,00001.6,00093.7,+0019.7,00085.0,00901.8,0000.00,0000094,00004.2,00019.8,0014.83,0000000,00000
2019-12-19 21:40:00,00001.6,00090.4,+0019.7,00085.3,00901.7,0000.00,0000094,00005.4,00015.1,0014.84,0000000,00000
2019-12-19 21:45:00,00002.1,00087.1,+0019.7,00086.0,00901.7,0000.00,0000094,00004.2,00016.6,0014.84,0000000,00000
2019-12-19 21:50:00,00002.0,00089.7,+0019.7,00086.0,00901.7,0000.00,0000094,00004.8,00018.5,0014.84,0000000,00000
2019-12-19 21:55:00,00001.7,00086.6,+0019.6,00086.0,00901.6,0000.00,0000094,00003.1,00017.0,0014.83,0000000,00000
2019-12-19 22:00:00,00002.0,00081.9,+0019.6,00086.0,00901.6,0000.00,0000094,00004.2,00015.9,0014.83,0000000,00000
2019-12-19 22:05:00,00001.4,00085.4,+0019.6,00086.0,00901.6,0000.00,0000094,00003.1,00018.4,0014.84,0000000,00000
2019-12-19 22:10:00,00001.3,00088.7,+0019.4,00086.9,00901.7,0000.00,0000094,00002.4,00023.4,0014.84,0000000,00000
2019-12-19 22:15:00,00001.4,00089.5,+0019.4,00087.0,00901.7,0000.00,0000094,00002.9,00020.8,0014.84,0000000,00000
2019-12-19 22:20:00,00001.3,00089.0,+0019.4,00087.0,00901.8,0000.00,0000094,00003.4,00017.7,0014.84,0000000,00000
2019-12-19 22:25:00,00001.3,00085.1,+0019.2,00087.9,00901.7,0000.00,0000094,00003.4,00019.4,0014.84,0000000,00000
2019-12-19 22:30:00,00001.3,00092.9,+0019.2,00088.2,00901.7,0000.00,0000094,00003.4,00018.0,0014.84,0000000,00000
2019-12-19 22:35:00,00001.7,00090.8,+0019.1,00089.0,00901.7,0000.00,0000094,00003.9,00016.1,0014.84,0000000,00000
2019-12-19 22:40:00,00001.5,00101.9,+0019.1,00089.0,00901.7,0000.00,0000094,00003.2,00016.9,0014.84,0000000,00000
2019-12-19 22:45:00,00001.4,00097.6,+0019.1,00089.0,00901.7,0000.00,0000094,00003.4,00018.2,0014.84,0000000,00000
2019-12-19 22:50:00,00001.7,00093.2,+0019.1,00089.0,00901.6,0000.00,0000094,00006.2,00015.2,0014.84,0000000,00000
2019-12-19 22:55:00,00001.7,00099.2,+0019.0,00089.0,00901.6,0000.00,0000094,00004.5,00017.5,0014.84,0000000,00000
2019-12-19 23:00:00,00001.4,00091.5,+0019.0,00089.0,00901.6,0000.00,0000094,00002.3,00020.9,0014.84,0000000,00000
2019-12-19 23:05:00,00001.5,00095.0,+0019.0,00089.0,00901.5,0000.00,0000094,00003.8,00016.7,0014.84,0000000,00000
2019-12-19 23:10:00,00001.4,00088.1,+0018.9,00089.0,00901.5,0000.00,0000094,00003.0,00014.4,0014.84,0000000,00000
2019-12-19 23:15:00,00001.2,00098.2,+0018.9,00089.2,00901.4,0000.00,0000094,00003.4,00020.0,0014.84,0000000,00000
2019-12-19 23:20:00,00001.0,00098.7,+0018.8,00090.0,00901.4,0000.00,0000094,00002.9,00024.2,0014.84,0000000,00000
2019-12-19 23:25:00,00001.1,00093.2,+0018.7,00090.0,00901.4,0000.00,0000094,00002.9,00021.3,0014.84,0000000,00000
2019-12-19 23:30:00,00001.0,00094.2,+0018.7,00090.0,00901.4,0000.00,0000094,00002.5,00023.7,0014.84,0000000,00000
2019-12-19 23:35:00,00001.0,00097.8,+0018.6,00090.0,00901.4,0000.00,0000094,00002.1,00019.9,0014.83,0000000,00000
2019-12-19 23:40:00,00001.0,00094.4,+0018.6,00090.7,00901.3,0000.00,0000094,00003.7,00026.6,0014.83,0000000,00000
2019-12-19 23:45:00,00001.9,00093.1,+0018.7,00090.1,00901.3,0000.00,0000094,00003.8,00021.1,0014.84,0000000,00000
2019-12-19 23:50:00,00001.6,00089.6,+0018.7,00090.0,00901.2,0000.00,0000094,00004.0,00017.5,0014.84,0000000,00000
2019-12-19 23:55:00,00001.5,00089.0,+0018.6,00090.0,00901.1,0000.00,0000094,00003.5,00017.5,0014.83,0000000,00000
2019-12-20 00:00:00,00001.5,00088.2,+0018.6,00091.0,00901.0,0000.00,0000094,00002.3,00016.2,0014.83,0000000,00000
2019-12-20 00:05:00,00001.3,00086.7,+0018.5,00091.0,00900.9,0000.00,0000094,00003.7,00015.6,0014.83,0000000,00000
2019-12-20 00:10:00,00001.8,00094.8,+0018.5,00091.0,00900.9,0000.00,0000094,00003.6,00021.7,0014.83,0000000,00000
2019-12-20 00:15:00,00001.4,00097.4,+0018.5,00091.0,00900.9,0000.00,0000094,00004.4,00023.9,0014.83,0000000,00000
2019-12-20 00:20:00,00001.8,00099.2,+0018.4,00090.6,00900.7,0000.00,0000094,00005.3,00023.6,0014.83,0000000,00000
2019-12-20 00:25:00,00010.7,00056.8,+0018.4,00090.8,00900.7,0000.00,0000094,00022.6,00048.6,0014.83,0000000,00000
2019-12-20 00:30:00,00021.7,00042.5,+0018.4,00091.0,00900.6,0000.00,0000094,00022.4,00001.9,0014.83,0000000,00000
2019-12-20 00:35:00,00021.8,00035.4,+0018.3,00091.0,00900.5,0000.00,0000094,00022.9,00001.8,0014.83,0000000,00000
2019-12-20 00:40:00,00021.9,00024.7,+0018.3,00091.0,00900.4,0000.00,0000094,00022.6,00001.8,0014.84,0000000,00000
2019-12-20 00:45:00,00021.7,00011.8,+0018.2,00091.0,00900.3,0000.00,0000094,00023.7,00002.4,0014.83,0000000,00000
2019-12-20 00:50:00,00021.8,00015.7,+0018.2,00091.0,00900.2,0000.00,0000094,00022.6,00001.6,0014.84,0000000,00000
2019-12-20 00:55:00,00022.0,00110.8,+0018.2,00091.0,00900.1,0000.00,0000094,00022.4,00001.0,0014.83,0000000,00000
2019-12-20 01:00:00,00022.0,00005.6,+0018.1,00091.0,00900.0,0000.00,0000094,00023.4,00001.7,0014.83,0000000,00000
2019-12-20 01:05:00,00021.9,00079.8,+0018.0,00091.0,00900.0,0000.00,0000094,00022.8,00001.0,0014.83,0000000,00000
2019-12-20 01:10:00,00021.9,00061.2,+0018.0,00091.0,00900.0,0000.00,0000094,00022.4,00001.6,0014.83,0000000,00000
2019-12-20 01:15:00,00022.0,00036.3,+0018.0,00091.0,00899.9,0000.00,0000094,00022.8,00001.4,0014.84,0000000,00000
2019-12-20 01:20:00,00022.0,00024.4,+0017.9,00091.0,00899.7,0000.00,0000094,00022.4,00001.5,0014.84,0000000,00000
2019-12-20 01:25:00,00012.3,00041.6,+0017.8,00091.0,00899.6,0000.00,0000094,00022.7,00044.9,0014.84,0000000,00000
2019-12-20 01:30:00,00001.3,00089.5,+0017.8,00091.4,00899.5,0000.00,0000094,00002.8,00019.2,0014.84,0000000,00000
2019-12-20 01:35:00,00001.3,00095.2,+0017.7,00092.0,00899.4,0000.00,0000094,00002.9,00017.6,0014.84,0000000,00000
2019-12-20 01:40:00,00001.4,00089.9,+0017.8,00092.0,00899.2,0000.00,0000094,00003.3,00016.6,0014.83,0000000,00000
2019-12-20 01:45:00,00001.3,00090.2,+0017.7,00092.0,00899.1,0000.00,0000094,00002.2,00016.8,0014.83,0000000,00000
2019-12-20 01:50:00,00001.1,00095.8,+0017.6,00092.0,00899.0,0000.00,0000094,00002.0,00018.5,0014.83,0000000,00000
2019-12-20 01:55:00,00001.8,00090.4,+0017.6,00091.6,00898.8,0000.00,0000094,00004.3,00018.1,0014.83,0000000,00000
2019-12-20 02:00:00,00001.8,00091.9,+0017.7,00091.0,00898.7,0000.00,0000094,00004.2,00023.6,0014.83,0000000,00000
2019-12-20 02:05:00,00001.5,00087.9,+0017.7,00091.0,00898.7,0000.00,0000094,00002.9,00024.7,0014.83,0000000,00000
2019-12-20 02:10:00,00001.1,00083.9,+0017.6,00091.0,00898.7,0000.00,0000094,00002.5,00021.6,0014.83,0000000,00000
2019-12-20 02:15:00,00001.1,00084.5,+0017.6,00091.0,00898.7,0000.00,0000094,00002.0,00021.6,0014.83,0000000,00000
2019-12-20 02:20:00,00001.2,00079.9,+0017.4,00091.0,00898.7,0000.00,0000094,00002.9,00016.6,0014.83,0000000,00000
2019-12-20 02:25:00,00001.2,00085.6,+0017.4,00091.0,00898.7,0000.00,0000094,00007.9,00017.7,0014.83,0000000,00000
2019-12-20 02:30:00,00001.5,00075.1,+0017.3,00091.8,00898.6,0000.00,0000094,00003.0,00015.0,0014.83,0000000,00000
2019-12-20 02:35:00,00001.6,00076.2,+0017.2,00092.2,00898.6,0000.00,0000094,00002.9,00012.4,0014.83,0000000,00000
2019-12-20 02:40:00,00002.2,00079.4,+0017.2,00093.0,00898.5,0000.00,0000094,00003.8,00013.8,0014.83,0000000,00000
2019-12-20 02:45:00,00001.8,00083.1,+0017.1,00093.0,00898.5,0000.00,0000094,00003.4,00016.8,0014.83,0000000,00000
2019-12-20 02:50:00,00002.4,00080.8,+0017.1,00093.6,00898.4,0000.00,0000094,00004.9,00013.8,0014.83,0000000,00000
2019-12-20 02:55:00,00002.3,00085.7,+0017.1,00094.0,00898.3,0000.00,0000094,00005.9,00015.3,0014.83,0000000,00000
2019-12-20 03:00:00,00001.3,00097.0,+0017.1,00094.0,00898.2,0000.00,0000094,00003.8,00020.5,0014.83,0000000,00000
2019-12-20 03:05:00,00001.6,00092.3,+0017.0,00094.0,00898.1,0000.00,0000094,00003.3,00018.6,0014.83,0000000,00000
2019-12-20 03:10:00,00001.8,00090.9,+0017.0,00094.0,00898.1,0000.00,0000094,00003.6,00018.0,0014.83,0000000,00000
2019-12-20 03:15:00,00002.1,00084.6,+0017.0,00094.7,00898.0,0000.00,0000094,00004.6,00016.6,0014.83,0000000,00000
2019-12-20 03:20:00,00001.2,00099.3,+0016.9,00094.1,00898.0,0000.00,0000094,00002.6,00021.6,0014.83,0000000,00000
2019-12-20 03:25:00,00011.4,00123.6,+0016.9,00095.0,00898.0,0000.00,0000094,00022.2,00056.5,0014.83,0000000,00000
2019-12-20 03:30:00,00021.5,00106.3,+0016.9,00094.5,00898.1,0000.00,0000094,00022.2,00001.3,0014.83,0000000,00000
2019-12-20 03:35:00,00021.6,00061.5,+0016.9,00094.0,00898.0,0000.00,0000094,00022.2,00001.7,0014.83,0000000,00000
2019-12-20 03:40:00,00021.6,00034.1,+0016.8,00094.0,00897.9,0000.00,0000094,00022.3,00001.5,0014.83,0000000,00000
2019-12-20 03:45:00,00021.8,00055.0,+0016.9,00094.0,00898.0,0000.00,0000094,00022.7,00002.4,0014.83,0000000,00000
2019-12-20 03:50:00,00021.6,00026.0,+0016.8,00094.0,00898.0,0000.00,0000094,00022.7,00001.4,0014.83,0000000,00000
2019-12-20 03:55:00,00021.4,00043.9,+0016.8,00094.0,00898.0,0000.00,0000094,00022.6,00001.9,0014.83,0000000,00000
2019-12-20 04:00:00,00021.7,00067.1,+0016.8,00094.0,00898.0,0000.00,0000094,00022.3,00001.6,0014.83,0000000,00000
2019-12-20 04:05:00,00021.6,00125.0,+0016.8,00094.0,00898.0,0000.00,0000094,00022.3,00001.1,0014.83,0000000,00000
2019-12-20 04:10:00,00021.8,00085.5,+0016.7,00094.0,00898.1,0000.00,0000094,00022.4,00002.2,0014.83,0000000,00000
2019-12-20 04:15:00,00021.7,00135.0,+0016.8,00094.0,00898.2,0000.00,0000094,00022.5,00001.5,0014.83,0000000,00000
2019-12-20 04:20:00,00021.6,00095.6,+0016.8,00094.0,00898.2,0000.00,0000094,00022.2,00001.4,0014.83,0000000,00000
2019-12-20 04:25:00,00012.0,00071.3,+0016.7,00094.2,00898.3,0000.00,0000094,00022.2,00058.1,0014.83,0000000,00000
2019-12-20 04:30:00,00001.5,00098.5,+0016.7,00095.0,00898.3,0000.00,0000094,00003.5,00022.9,0014.83,0000000,00000
2019-12-20 04:35:00,00001.7,00105.6,+0016.6,00095.0,00898.4,0000.00,0000094,00003.9,00028.4,0014.83,0000000,00000
2019-12-20 04:40:00,00001.6,00097.1,+0016.6,00094.7,00898.4,0000.00,0000094,00003.7,00023.6,0014.83,0000000,00000
2019-12-20 04:45:00,00001.8,00095.5,+0016.5,00094.8,00898.5,0000.00,0000094,00004.1,00019.0,0014.83,0000000,00000
2019-12-20 04:50:00,00001.7,00100.8,+0016.4,00095.0,00898.6,0000.00,0000094,00003.5,00015.4,0014.83,0000000,00000
2019-12-20 04:55:00,00001.3,00099.6,+0016.3,00095.0,00898.6,0000.00,0000094,00003.1,00022.2,0014.83,0000000,00000
2019-12-20 05:00:00,00001.5,00095.3,+0016.2,00095.0,00898.6,0000.00,0000094,00003.7,00021.6,0014.83,0000000,00000
2019-12-20 05:05:00,00001.4,00096.5,+0016.2,00095.0,00898.6,0000.00,0000094,00003.4,00016.6,0014.83,0000000,00000
2019-12-20 05:10:00,00001.3,00100.2,+0016.2,00095.0,00898.7,0000.00,0000094,00002.6,00019.7,0014.83,0000000,00000
2019-12-20 05:15:00,00001.3,00114.5,+0016.1,00095.0,00898.7,0000.00,0000094,00002.7,00018.5,0014.83,0000000,00000
2019-12-20 05:20:00,00001.0,00102.1,+0016.1,00095.0,00898.7,0000.00,0000094,00002.4,00020.3,0014.83,0000000,00000
2019-12-20 05:25:00,00000.9,00079.0,+0016.1,00095.0,00898.8,0000.00,0000094,00002.0,00024.7,0014.83,0000000,00000
2019-12-20 05:30:00,00000.7,00087.2,+0016.1,00095.0,00899.0,0000.00,0000094,00001.5,00023.5,0014.83,0000000,00000
2019-12-20 05:35:00,00000.8,00074.8,+0016.0,00095.0,00899.1,0000.00,0000094,00001.8,00021.4,0014.83,0000000,00000
2019-12-20 05:40:00,00000.8,00064.2,+0015.9,00095.0,00899.2,0000.00,0000094,00001.4,00021.9,0014.83,0000000,00000
2019-12-20 05:45:00,00000.8,00065.1,+0015.8,00095.0,00899.2,0000.00,0000094,00001.5,00021.6,0014.83,0000000,00000
2019-12-20 05:50:00,00000.8,00081.2,+0015.8,00095.0,00899.3,0000.00,0000094,00001.8,00027.8,0014.83,0000000,00000
2019-12-20 05:55:00,00001.0,00072.5,+0015.8,00095.0,00899.4,0000.00,0000094,00002.6,00028.2,0014.83,0000000,00000
2019-12-20 06:00:00,00000.8,00065.1,+0015.8,00095.0,00899.4,0000.00,0000094,00001.2,00017.2,0014.83,0000000,00000
2019-12-20 06:05:00,00000.9,00069.0,+0015.8,00095.0,00899.5,0000.00,0000094,00001.9,00018.9,0014.83,0000000,00000
2019-12-20 06:10:00,00001.0,00081.6,+0015.8,00095.0,00899.5,0000.00,0000094,00002.1,00021.9,0014.83,0000000,00000
2019-12-20 06:15:00,00000.9,00079.2,+0015.8,00095.0,00899.6,0000.00,0000094,00002.1,00019.4,0014.83,0000000,00000
2019-12-20 06:20:00,00000.7,00077.1,+0015.8,00095.0,00899.6,0000.00,0000094,00001.3,00017.7,0014.83,0000000,00000
2019-12-20 06:25:00,00010.8,00125.7,+0015.8,00095.5,00899.6,0000.00,0000094,00022.0,00053.1,0014.83,0000000,00000
2019-12-20 06:30:00,00021.2,00176.3,+0015.8,00095.0,00899.7,0000.00,0000094,00021.6,00000.7,0014.83,0000000,00000
2019-12-20 06:35:00,00021.3,00175.7,+0015.7,00095.0,00899.7,0000.00,0000094,00021.7,00000.9,0014.83,0000000,00000
2019-12-20 06:40:00,00021.2,00175.7,+0015.8,00095.0,00899.7,0000.00,0000094,00021.6,00000.9,0014.83,0000000,00000
2019-12-20 06:45:00,00021.0,00176.7,+0015.8,00095.0,00899.8,0000.00,0000094,00021.9,00000.6,0014.83,0000000,00000
2019-12-20 06:50:00,00021.3,00177.3,+0015.9,00095.0,00899.9,0000.00,0000094,00021.8,00000.9,0014.83,0000000,00000
2019-12-20 06:55:00,00021.2,00177.1,+0015.9,00095.0,00899.9,0000.00,0000094,00021.5,00000.5,0014.83,0000000,00000
2019-12-20 07:00:00,00021.2,00177.0,+0016.0,00095.0,00900.0,0000.00,0000094,00021.6,00000.9,0014.83,0000000,00000
2019-12-20 07:05:00,00020.9,00176.8,+0016.1,00095.0,00900.1,0000.00,0000094,00021.6,00001.0,0014.83,0000000,00000
2019-12-20 07:10:00,00020.9,00176.2,+0016.2,00095.0,00900.2,0000.00,0000094,00021.6,00001.2,0014.83,0000000,00000
2019-12-20 07:15:00,00021.0,00175.7,+0016.3,00095.0,00900.3,0000.00,0000094,00021.5,00000.9,0014.83,0000000,00000
2019-12-20 07:20:00,00021.0,00175.6,+0016.4,00094.1,00900.4,0000.00,0000094,00021.8,00001.0,0014.83,0000000,00000
2019-12-20 07:25:00,00011.2,00121.2,+0016.7,00094.0,00900.5,0000.00,0000094,00021.7,00061.2,0014.83,0000000,00000
2019-12-20 07:30:00,00001.1,00059.2,+0016.9,00093.0,00900.6,0000.00,0000094,00002.0,00022.7,0014.83,0000000,00000
2019-12-20 07:35:00,00001.3,00054.7,+0017.2,00092.2,00900.7,0000.00,0000094,00003.1,00021.9,0014.83,0000000,00000
